year,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage_value,mileage_unit,selling_price
2016,100000,Diesel,Individual,Manual,1,1461,64.1,5,20.8,kmpl,750000
2016,57882,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,550000
2018,142000,Diesel,Individual,Manual,1,2179,147.94,5,14.1,kmpl,875000
2018,140000,Diesel,Individual,Manual,3,2179,147.94,5,14.1,kmpl,890000
2015,30000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,550000
2018,10000,Petrol,Individual,Manual,1,1198,67.0,5,19.83,kmpl,400000
2015,30000,Petrol,Individual,Manual,2,998,67.04,5,23.1,kmpl,290000
2012,90000,Diesel,Individual,Manual,1,1396,69.0,5,19.09,kmpl,150000
2015,35000,Petrol,Individual,Manual,2,1196,73.0,7,15.37,kmpl,300000
2009,25000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,220000
2019,5000,Petrol,Individual,Manual,1,1086,68.0,5,20.3,kmpl,500000
2013,50000,Diesel,Individual,Manual,1,1248,88.8,5,21.02,kmpl,250000
2013,80000,Diesel,Individual,Manual,1,1396,69.0,5,23.03,kmpl,220000
2009,242000,Diesel,Individual,Manual,4,2494,102.0,7,12.8,kmpl,650000
2018,22000,Diesel,Individual,Automatic,1,2993,261.4,4,17.09,kmpl,5500000
2017,30000,Diesel,Dealer,Automatic,1,1248,74.02,5,28.4,kmpl,875000
2019,9000,Petrol,Dealer,Manual,1,1197,81.83,5,18.6,kmpl,785000
2017,30000,Petrol,Dealer,Manual,1,1199,88.7,5,17.5,kmpl,819999
2016,60000,Diesel,Dealer,Automatic,1,1995,188.0,5,21.76,kmpl,2950000
2016,27000,Diesel,Dealer,Manual,1,2393,147.51,7,13.68,kmpl,1925000
2017,39000,Diesel,Dealer,Manual,1,1498,98.6,5,25.5,kmpl,885000
2015,64000,Petrol,Dealer,Automatic,1,1499,110.4,5,16.05,kmpl,680000
2017,42000,Diesel,Dealer,Manual,1,1498,98.96,5,23.0,kmpl,960000
2012,45000,Petrol,Dealer,Manual,1,1198,86.8,5,18.5,kmpl,385000
2019,15000,Diesel,Dealer,Manual,1,1956,167.67,5,17.0,kmpl,1650000
2018,55000,Diesel,Dealer,Manual,1,1493,100.0,7,18.49,kmpl,890000
2015,64000,Diesel,Dealer,Automatic,1,2953,153.86,7,11.4,kmpl,1275000
2018,27000,Diesel,Dealer,Automatic,1,2993,261.4,4,17.09,kmpl,6000000
2019,15000,Petrol,Dealer,Automatic,1,1462,103.25,5,20.28,kmpl,1025000
2016,69000,Petrol,Dealer,Automatic,1,1197,103.6,5,17.2,kmpl,675000
2017,80000,Petrol,Dealer,Manual,1,1197,81.8,5,22.0,kmpl,700000
2016,60000,Diesel,Dealer,Manual,1,1498,98.59,5,22.77,kmpl,780000
2017,70000,Diesel,Dealer,Manual,1,1582,126.32,5,22.32,kmpl,1050000
2015,105000,Diesel,Dealer,Automatic,2,2967,241.4,5,13.22,kmpl,2700000
2016,100000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,400000
2011,100000,Diesel,Individual,Manual,1,2523,62.1,9,15.96,kmpl,400000
2009,90000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,85000
2018,35000,Diesel,Individual,Manual,1,2179,153.86,7,17.6,kmpl,1300000
2018,11500,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,819999
2015,40000,Diesel,Individual,Automatic,1,1493,100.0,7,18.49,kmpl,620000
2018,50000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,260000
2015,55380,Petrol,Dealer,Manual,1,1197,82.0,5,18.9,kmpl,484999
2015,13500,Diesel,Dealer,Automatic,1,2993,270.9,5,14.74,kmpl,2500000
2017,18816,Petrol,Dealer,Manual,1,1198,73.75,5,17.0,kmpl,650000
2017,33019,Diesel,Dealer,Manual,1,2393,147.8,7,13.68,kmpl,1748999
2017,18000,Petrol,Dealer,Automatic,1,1497,116.3,5,15.6,kmpl,925000
2017,47747,Diesel,Dealer,Manual,1,1248,88.5,5,28.09,kmpl,810000
2013,70000,Diesel,Individual,Manual,2,2494,100.0,8,12.99,kmpl,910000
2016,60000,Diesel,Individual,Manual,2,1405,48.21,5,17.88,kmpl,300000
2004,80000,Petrol,Individual,Manual,2,993,60.0,5,17.3,kmpl,120000
2015,45900,Petrol,Individual,Manual,2,1197,81.83,5,18.6,kmpl,490000
2013,70000,Diesel,Individual,Manual,1,1498,98.6,5,25.8,kmpl,425000
2011,40000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,155000
2013,90000,Diesel,Individual,Manual,2,2179,120.0,8,12.05,kmpl,490000
2010,105000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,132000
2018,30000,Diesel,Individual,Manual,1,1396,88.76,5,22.54,kmpl,750000
2011,20000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,225000
2011,80000,Petrol,Individual,Manual,1,1197,78.9,5,20.36,kmpl,240000
2004,90000,Petrol,Individual,Manual,3,998,67.1,5,18.9,kmpl,33351
2010,80000,Petrol,Individual,Manual,2,995,62.0,5,18.0,kmpl,80000
2004,120000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,40000
2019,50000,Diesel,Individual,Manual,2,1498,98.6,7,21.9,kmpl,1100000
2016,80000,Diesel,Individual,Manual,2,1120,71.0,5,24.4,kmpl,380000
2011,120000,Diesel,Individual,Manual,2,2179,138.1,7,11.57,kmpl,300000
2011,70000,Diesel,Individual,Manual,1,1248,74.0,5,22.9,kmpl,325000
2016,130000,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,400000
2017,50000,Diesel,Individual,Manual,1,1461,83.8,8,21.04,kmpl,800000
2018,80000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,950000
2013,120000,Diesel,Individual,Manual,4,1248,74.0,5,22.9,kmpl,300000
2017,59000,Petrol,Individual,Manual,1,1198,82.0,5,18.15,kmpl,530000
2013,100000,Diesel,Individual,Manual,3,1248,73.8,7,18.2,kmpl,350000
2008,50000,Petrol,Individual,Automatic,1,2359,165.0,5,11.0,kmpl,168000
2016,45000,Petrol,Individual,Manual,2,799,53.3,5,25.17,kmpl,240000
2010,80000,Diesel,Individual,Manual,4,1248,73.9,5,19.3,kmpl,220000
2008,80000,Petrol,Individual,Manual,4,1061,67.0,5,18.9,kmpl,110000
2016,100000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,850000
2018,24000,Diesel,Individual,Manual,1,2393,147.8,8,13.68,kmpl,2064000
2018,25000,Diesel,Individual,Manual,1,1248,88.5,5,25.1,kmpl,950000
2013,68697,Petrol,Individual,Manual,3,814,55.2,5,21.1,kmpl,200000
2017,30000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,660000
2013,40000,Diesel,Individual,Manual,2,1498,98.6,5,25.8,kmpl,420000
2010,29000,Petrol,Individual,Manual,1,1172,65.0,5,16.5,kmpl,150000
2013,68000,Diesel,Individual,Manual,2,936,57.6,5,25.44,kmpl,175000
2018,15000,Petrol,Individual,Automatic,1,1199,88.7,5,18.1,kmpl,750000
2014,70000,Diesel,Individual,Manual,1,1248,73.94,5,23.2,kmpl,425000
2015,126000,Diesel,Individual,Manual,3,1364,87.2,5,21.43,kmpl,790000
2011,300000,Diesel,Individual,Manual,3,2494,102.0,7,12.8,kmpl,830000
2015,94000,Diesel,Individual,Manual,2,1498,98.6,7,24.5,kmpl,650000
2015,129000,Diesel,Individual,Manual,3,1364,87.2,5,21.43,kmpl,780000
2010,55000,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,180000
2019,40000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,869999
2011,50000,Diesel,Individual,Manual,1,1248,88.8,5,21.12,kmpl,275000
2017,25000,Petrol,Individual,Manual,2,1197,81.83,5,18.6,kmpl,630000
2008,60000,Petrol,Individual,Manual,2,1794,125.0,5,13.4,kmpl,150000
2016,25000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,315000
2011,70000,Diesel,Individual,Manual,2,1396,70.0,5,23.57,kmpl,189000
2014,120000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,580000
2009,153000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,150000
2018,35000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,825000
2016,60000,Diesel,Individual,Manual,2,2179,148.0,7,14.1,kmpl,650000
2004,62000,Petrol,Individual,Manual,2,1343,90.0,5,13.0,kmpl,50000
2011,120000,Petrol,Individual,Manual,2,1198,73.9,5,16.25,kmpl,200000
2013,120000,Diesel,Individual,Manual,3,1405,70.0,7,15.42,kmpl,135000
2017,80000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,680000
2017,80000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,670000
2010,60000,Diesel,Individual,Automatic,1,1995,218.0,5,16.73,kmpl,1000000
2010,80000,Petrol,Individual,Manual,2,998,67.1,5,20.92,kmpl,240000
2014,147279,Diesel,Individual,Manual,2,2200,139.01,7,17.0,kmpl,555000
2013,98000,Diesel,Individual,Manual,1,1598,103.5,5,20.5,kmpl,455000
2018,25000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,750000
2016,90000,Diesel,Individual,Automatic,1,1248,74.0,5,26.59,kmpl,700000
2016,22000,Petrol,Individual,Automatic,1,624,37.48,4,21.9,kmpl,220000
2014,120000,Diesel,Individual,Manual,1,1396,69.0,5,25.0,kmpl,160000
2013,100000,Diesel,Individual,Manual,2,1248,76.9,5,22.1,kmpl,225000
2008,120000,Diesel,Individual,Manual,2,1396,69.0,5,19.09,kmpl,140000
2014,70000,Diesel,Individual,Manual,2,1248,74.0,5,23.4,kmpl,600000
2015,24700,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1000000
2008,100000,Petrol,Individual,Manual,3,995,62.0,5,18.0,kmpl,65000
2019,10000,Petrol,Individual,Manual,1,1197,81.8,5,20.89,kmpl,500000
2017,43526,Diesel,Dealer,Manual,1,2179,140.0,7,16.0,kmpl,1150000
2012,55885,Petrol,Dealer,Manual,1,1198,75.0,5,16.25,kmpl,320000
2019,16034,Diesel,Dealer,Manual,1,1498,98.96,5,21.7,kmpl,950000
2012,156040,Diesel,Dealer,Manual,1,1399,68.0,5,20.0,kmpl,250000
2004,93415,Diesel,Dealer,Manual,1,2499,141.0,7,13.1,kmpl,400000
2008,122000,Diesel,Individual,Automatic,2,1995,177.0,5,18.48,kmpl,1100000
2017,20000,Diesel,Individual,Manual,1,1248,74.0,5,27.39,kmpl,600000
2017,46000,Petrol,Individual,Manual,1,1197,81.8,5,22.0,kmpl,509999
2016,50000,Petrol,Individual,Manual,3,1598,103.2,5,15.41,kmpl,395000
2018,5000,Petrol,Individual,Manual,1,998,67.05,5,21.79,kmpl,469000
2017,42000,Petrol,Individual,Manual,1,796,47.3,5,24.7,kmpl,250000
2011,68519,Petrol,Dealer,Manual,1,995,62.1,5,16.2,kmpl,130000
2019,30000,Diesel,Individual,Manual,1,1498,98.96,5,23.0,kmpl,906000
2011,85000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,160000
2012,88000,Petrol,Individual,Manual,1,1298,85.8,5,17.5,kmpl,300000
2010,100000,Petrol,Individual,Manual,4,796,37.5,5,14.0,kmpl,60000
2014,100000,Petrol,Individual,Manual,2,1197,85.8,5,19.1,kmpl,400000
2018,22966,Petrol,Dealer,Manual,1,1199,84.48,5,23.84,kmpl,450000
2014,80000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,465000
2012,80000,Diesel,Individual,Manual,2,1248,74.0,5,22.9,kmpl,325000
2008,70000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,150000
2014,2350,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,250000
2011,50000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,175000
2010,58000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,175000
2006,80000,Petrol,Individual,Manual,2,1497,100.0,5,16.9,kmpl,150000
2018,60000,Diesel,Individual,Manual,1,1493,70.0,7,16.5,kmpl,797000
2019,35000,Petrol,Individual,Manual,1,1197,81.86,5,18.6,kmpl,800000
2019,59872,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,750000
2011,140000,Diesel,Individual,Manual,2,2179,115.0,5,13.5,kmpl,400000
2012,110000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,160000
2016,91182,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,700000
2010,60000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,160000
2012,100000,Diesel,Individual,Manual,1,1396,88.76,5,21.27,kmpl,400000
2013,120000,Diesel,Individual,Manual,1,1364,67.06,5,23.59,kmpl,451000
2002,80000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,40000
2012,70000,Diesel,Individual,Manual,3,1248,88.8,5,21.12,kmpl,300000
2017,59500,Petrol,Individual,Manual,2,998,67.04,5,23.1,kmpl,421000
2000,100000,CNG,Individual,Manual,2,796,82.0,8,10.9,km/kg,80000
2016,45000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,950000
2011,75500,Diesel,Individual,Manual,2,1396,90.0,5,23.0,kmpl,395000
2016,46000,Diesel,Individual,Manual,2,1248,88.5,5,24.3,kmpl,950000
2013,60000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,270000
2009,60000,Petrol,Individual,Automatic,2,1396,100.0,5,15.0,kmpl,360000
2008,152500,Diesel,Individual,Manual,1,1248,75.0,5,17.8,kmpl,235000
2014,60000,Diesel,Individual,Automatic,2,2143,201.1,5,13.0,kmpl,1850000
2017,69123,Diesel,Dealer,Manual,1,1956,170.0,5,17.1,kmpl,1650000
2012,26000,Petrol,Individual,Manual,1,1198,86.8,5,19.4,kmpl,376000
2017,77524,Diesel,Dealer,Manual,1,1498,89.84,5,22.7,kmpl,875000
2014,40523,Petrol,Dealer,Manual,2,1197,82.85,5,18.5,kmpl,459999
2018,39000,Diesel,Dealer,Manual,1,1248,74.0,5,28.4,kmpl,755000
2019,7800,Petrol,Dealer,Automatic,0,1798,187.74,5,15.26,kmpl,6223000
2019,11500,Petrol,Dealer,Automatic,0,1798,187.74,5,15.26,kmpl,5923000
2019,23600,Petrol,Dealer,Automatic,0,1798,187.74,5,15.26,kmpl,6523000
2010,220000,Diesel,Individual,Manual,2,2982,171.0,7,11.5,kmpl,1050000
2004,218000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,215000
2015,120000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,1050000
2018,25000,Petrol,Individual,Automatic,1,1197,83.1,5,21.4,kmpl,800000
2015,31000,Diesel,Individual,Manual,2,1248,74.0,5,25.2,kmpl,600000
2017,42000,Petrol,Individual,Manual,1,1197,83.1,5,21.4,kmpl,530000
2015,80000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,450000
2011,60000,Petrol,Individual,Manual,1,998,67.1,5,20.92,kmpl,235000
2013,240000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,550000
2013,35000,Petrol,Individual,Automatic,2,1598,103.5,5,14.3,kmpl,395000
2008,120000,Diesel,Individual,Manual,1,1948,68.0,9,12.2,kmpl,150000
2015,120000,Diesel,Individual,Manual,2,1498,103.2,5,20.34,kmpl,515000
2008,60000,Diesel,Individual,Manual,2,1995,52.0,5,12.8,kmpl,122000
2009,35000,Petrol,Individual,Manual,3,1086,68.05,5,19.81,kmpl,160000
2007,120000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,110000
2014,70000,Diesel,Individual,Manual,1,1248,74.0,5,25.2,kmpl,360000
2009,110000,Diesel,Individual,Manual,1,1248,82.0,5,20.0,kmpl,210000
2011,90000,Diesel,Individual,Manual,3,1493,110.0,5,16.2,kmpl,260000
2007,60000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,128000
2015,80000,Diesel,Individual,Manual,2,1582,126.2,5,23.9,kmpl,600000
2010,151000,Diesel,Individual,Manual,2,2982,171.0,7,11.5,kmpl,800000
2019,25000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,675000
2010,50000,Petrol,Individual,Manual,1,1586,104.68,5,15.0,kmpl,300000
2009,80000,Petrol,Individual,Manual,1,796,37.0,4,16.1,kmpl,125000
2017,25000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,550000
2007,80000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,150000
2017,80000,Diesel,Individual,Manual,1,2179,120.0,7,15.4,kmpl,891000
2015,70000,Diesel,Individual,Manual,1,2494,100.6,7,12.99,kmpl,1050000
2018,15000,Petrol,Individual,Manual,1,998,100.5,5,21.1,kmpl,750000
2012,27500,Petrol,Individual,Manual,1,1197,82.9,5,18.5,kmpl,380000
2013,110000,Diesel,Individual,Manual,2,2494,100.6,8,12.99,kmpl,800000
2010,120000,Petrol,Individual,Manual,1,1390,75.0,5,15.7,kmpl,200000
2016,70000,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,700000
2002,290000,Diesel,Individual,Manual,1,2446,75.0,10,13.1,kmpl,229999
2010,74000,Petrol,Individual,Manual,2,2354,177.6,5,12.8,kmpl,300000
2015,120000,Diesel,Individual,Manual,1,1498,98.6,7,24.2,kmpl,670000
2007,140000,Petrol,Individual,Manual,1,1497,78.0,5,17.7,kmpl,210000
2017,40000,Petrol,Individual,Manual,1,1197,81.8,5,20.89,kmpl,370000
2019,20000,Petrol,Individual,Automatic,1,1197,83.1,5,21.4,kmpl,600000
2020,15000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,810000
2006,35000,Petrol,Individual,Manual,1,1248,82.0,5,18.9,kmpl,80000
2019,16000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,346000
2005,130000,Petrol,Individual,Manual,1,1343,90.0,5,13.0,kmpl,55000
2012,118000,Diesel,Individual,Manual,2,2179,138.03,7,13.93,kmpl,250000
2006,44000,Petrol,Individual,Manual,2,1298,88.2,5,16.1,kmpl,120000
2013,50000,Diesel,Individual,Manual,2,1248,88.8,7,20.77,kmpl,600000
2016,60000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,330000
2014,147000,Petrol,Individual,Manual,2,1197,81.83,5,18.6,kmpl,400000
2004,40000,Diesel,Individual,Manual,2,1405,62.0,5,16.8,kmpl,100000
2014,100000,Petrol,Individual,Manual,3,1197,85.8,5,19.1,kmpl,450000
2017,55000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,800000
2015,40000,Diesel,Individual,Manual,2,793,47.0,5,27.62,kmpl,340000
2010,64000,Diesel,Individual,Manual,3,1248,73.9,5,21.1,kmpl,225000
2002,100000,Petrol,Individual,Manual,2,993,60.0,5,17.3,kmpl,55000
2016,50000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,900000
2014,30000,Diesel,Individual,Automatic,1,1984,181.0,5,9.0,kmpl,2500000
2018,30000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,465000
2004,150000,Petrol,Individual,Manual,1,993,60.0,5,17.3,kmpl,70000
2016,24177,Petrol,Individual,Manual,1,1193,88.7,5,17.57,kmpl,400000
2012,80000,Diesel,Individual,Manual,1,1405,70.0,5,16.1,kmpl,185000
2006,150000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,140000
2015,120000,Diesel,Individual,Manual,2,1461,83.8,7,21.04,kmpl,415000
2012,121779,Diesel,Individual,Manual,1,2179,120.0,8,12.05,kmpl,532000
2017,56000,Diesel,Individual,Manual,1,1248,74.0,5,27.39,kmpl,600000
2008,100000,Petrol,Individual,Manual,4,1586,104.68,5,15.0,kmpl,150000
2018,12000,Petrol,Individual,Manual,1,1197,81.8,5,20.4,kmpl,459999
2017,15381,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,800000
2011,5000,Diesel,Individual,Manual,1,2523,63.0,7,13.6,kmpl,310000
2014,40000,Diesel,Individual,Manual,1,1461,108.5,5,19.01,kmpl,475000
2016,35000,CNG,Individual,Manual,2,998,58.16,5,26.6,km/kg,310000
2018,10000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,350000
2019,10000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1800000
2018,25000,Petrol,Individual,Automatic,1,1197,81.8,5,22.0,kmpl,640000
2017,50000,Petrol,Individual,Automatic,1,998,67.0,5,20.51,kmpl,350000
2018,30000,Petrol,Individual,Manual,1,1198,108.5,5,17.0,kmpl,600000
2015,23000,Diesel,Individual,Manual,1,1582,126.2,5,23.9,kmpl,575000
2019,15000,Diesel,Individual,Manual,1,2498,105.0,6,16.55,kmpl,974000
2018,5000,Petrol,Individual,Automatic,2,998,67.0,5,20.51,kmpl,445000
2015,15000,Diesel,Individual,Manual,2,1248,88.76,7,20.77,kmpl,580000
2020,20000,Diesel,Individual,Manual,1,1396,88.7,5,22.1,kmpl,1050000
2015,50000,Diesel,Individual,Manual,1,1498,98.59,5,22.77,kmpl,600000
2017,40000,Petrol,Individual,Manual,2,1196,86.8,5,18.16,kmpl,370000
2007,70000,Petrol,Individual,Manual,3,1061,64.0,5,18.2,kmpl,150000
2017,15000,Petrol,Individual,Manual,1,998,67.04,5,23.1,kmpl,483000
2016,10000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,470000
2018,25000,Diesel,Individual,Manual,1,1248,88.5,5,24.3,kmpl,950000
2013,50000,Petrol,Individual,Manual,3,1591,121.3,5,17.01,kmpl,450000
2011,70000,Petrol,Individual,Manual,1,1496,88.7,5,17.6,kmpl,345000
2020,5000,Petrol,Individual,Automatic,1,1197,81.8,5,20.89,kmpl,600000
2009,60000,Petrol,Individual,Manual,1,998,66.1,5,19.0,kmpl,300000
2007,74800,Petrol,Individual,Manual,2,998,67.1,5,18.2,kmpl,160000
2004,80000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,120000
2012,270000,CNG,Individual,Manual,1,1196,61.7,5,21.94,km/kg,220000
2018,120000,Petrol,Individual,Manual,1,998,68.05,5,20.3,kmpl,340000
2007,120000,Petrol,Individual,Manual,2,1497,78.0,5,17.7,kmpl,138000
2000,250000,Diesel,Individual,Manual,4,1248,82.0,5,20.0,kmpl,100000
2010,80000,Petrol,Individual,Manual,3,1298,85.8,5,17.5,kmpl,231000
2013,120000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,800000
2019,20000,Petrol,Individual,Manual,1,1197,108.6,5,17.0,kmpl,960000
2009,70000,Petrol,Individual,Manual,2,1061,67.0,5,18.9,kmpl,120000
2012,40000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,270000
2011,100000,Petrol,Individual,Manual,2,1197,85.8,5,21.1,kmpl,200000
2012,123000,Petrol,Individual,Manual,1,1197,85.8,5,18.6,kmpl,328000
2012,77000,Diesel,Individual,Manual,1,1582,126.32,5,22.32,kmpl,432000
2019,7000,Petrol,Individual,Manual,1,999,75.0,5,18.78,kmpl,565000
2017,70000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,390000
2017,30000,Diesel,Individual,Manual,1,1498,99.0,5,25.83,kmpl,600000
2011,120000,Diesel,Individual,Manual,3,1396,90.0,5,23.0,kmpl,250000
2011,70000,Petrol,Individual,Manual,1,995,62.0,5,18.0,kmpl,165000
2011,105000,Petrol,Individual,Manual,1,1497,118.0,5,17.0,kmpl,421000
2012,109322,Petrol,Individual,Manual,2,1495,93.7,5,16.36,kmpl,225000
2013,120000,Diesel,Individual,Manual,1,1461,84.8,5,21.64,kmpl,350000
2018,24000,Diesel,Individual,Manual,1,1956,170.0,5,17.1,kmpl,1757000
2015,70000,Diesel,Individual,Manual,2,1248,74.0,5,27.39,kmpl,600000
2018,35000,Petrol,Individual,Manual,1,1199,83.81,5,24.0,kmpl,515000
1999,80000,Petrol,Individual,Manual,3,796,37.0,4,16.1,kmpl,80000
2017,70000,Diesel,Individual,Manual,2,1248,88.5,5,23.65,kmpl,800000
2004,100000,Diesel,Individual,Manual,4,2179,120.0,7,10.5,kmpl,120000
2017,40000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,475000
2015,20000,Petrol,Individual,Automatic,1,998,67.0,5,20.51,kmpl,400000
2004,90000,Petrol,Individual,Automatic,2,1248,82.0,5,18.9,kmpl,80000
2011,60000,Diesel,Individual,Manual,1,1248,75.0,5,20.3,kmpl,300000
2011,475000,Diesel,Individual,Manual,3,2179,115.0,5,13.5,kmpl,400000
2009,70000,Petrol,Individual,Manual,2,1061,64.0,5,17.3,kmpl,235000
2015,40000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,350000
2017,34000,Diesel,Individual,Manual,2,1248,74.02,5,28.4,kmpl,625000
2014,120000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,525000
2018,10000,Petrol,Individual,Manual,1,1199,84.0,5,20.3,kmpl,550000
2015,80000,Diesel,Individual,Manual,2,2523,62.1,7,15.96,kmpl,550000
2006,100000,Petrol,Individual,Manual,2,1497,78.0,5,17.7,kmpl,200000
2011,120000,Diesel,Individual,Manual,1,2489,95.0,8,13.0,kmpl,350000
2006,100000,Petrol,Individual,Manual,2,1497,78.0,5,17.7,kmpl,220000
2016,25000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,412000
2009,52000,Petrol,Individual,Manual,2,1061,67.0,5,18.9,kmpl,126000
2013,63000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,430000
2009,90000,Petrol,Individual,Manual,2,998,66.1,5,19.0,kmpl,130000
2017,60000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,350000
2011,35000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,220000
2011,80000,Diesel,Individual,Manual,1,2523,63.0,7,13.6,kmpl,380000
2010,110000,Diesel,Individual,Manual,2,1399,68.0,5,20.0,kmpl,200000
2017,61000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,620000
2013,66000,Petrol,Individual,Manual,1,796,37.0,8,14.7,kmpl,150000
2018,80000,Petrol,Individual,Manual,1,1198,67.0,7,20.62,kmpl,450000
2017,27000,Diesel,Individual,Manual,2,1582,126.2,5,19.67,kmpl,1150000
2018,60000,Petrol,Individual,Manual,1,1198,82.0,6,18.15,kmpl,500000
2011,139000,Petrol,Individual,Manual,1,998,67.1,5,18.9,kmpl,246000
2017,60000,CNG,Individual,Manual,1,1196,61.7,5,21.94,km/kg,400000
2008,10000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,65000
2016,30000,Diesel,Individual,Manual,1,1498,98.96,5,21.7,kmpl,725000
2014,125000,Diesel,Individual,Automatic,1,1582,126.32,5,22.32,kmpl,736000
2018,45000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,700000
2011,30000,Petrol,Individual,Manual,1,995,62.0,5,18.0,kmpl,150000
